vram,name
0x0804b5c0,GPT::ResetRiderEffectStates
0x0804b620,sub_804b620
0x0804b624,GPT::ProcessAllRiderPairInteractions
0x0804b754,GPT::UpdateRiderProximityTrigger
0x0804b7fc,GPT::FindNearestActiveRider
0x0804b8f0,GPT::UpdateRiderPhysicsAndCollisionState
0x0804bbf0,GPT::RenderRider
0x0804bedc,GPT::AllocateRiderEffectSprite
0x0804bf3c,GPT::UpdateRiderTrailParticleStrip
0x0804c098,GPT::DestroyRiderTrailParticleStrip
0x0804c0c0,GPT::DisableRiderAndRemoveSprite
0x0804c0ec,GPT::SetRiderSpriteFadeFlag
0x0804c118,GPT::UnlockRiderCollectionEntry
0x0804c154,sub_804c154
0x0804c158,sub_804c158
0x0804c15c,sub_804c15c
0x0804c160,GPT::InitializeProjectileSystem
0x0804c208,GPT::AdvanceGameplayMotionGroup
0x0804c34c,GPT::SetGameplayEffectBaseVector
0x0804c354,GPT::SetGameplayEffectSecondaryVector
0x0804c35c,GPT::InitializeGameplayEffectRecordArray
0x0804c3d4,GPT::CopyOffsetGameplayEffectRecordArray
0x0804c464,GPT::ClearGameplayEffectRecordStates
0x0804c484,GPT::DestroyGameplayEffectGroup
0x0804c4b4,GPT::ResetRiderState
0x0804c870,GPT::SetRiderMotionScalar
0x0804c888,GPT::SetRiderActivationMode
0x0804c8c0,GPT::SetRiderCollisionResponsePercentages
0x0804c8f0,GPT::UpdateRiderAIDirectionFlags
0x0804cb08,GPT::UpdateRiderInputAndVelocity
0x0804cef4,GPT::ApplyRiderActionEffect
0x0804d048,GPT::RespawnRiderAtSpawnRecord
0x0804d104,GPT::CopyRiderPositionToPrevious
0x0804d110,GPT::UpdateRiderMovement
0x0804d710,GPT::UpdateRiderCollisionSounds
0x0804d754,GPT::UpdateRiderDirectionalAnimation
0x0804d8d8,GPT::DampRiderVelocity
0x0804da44,sub_804da44
0x0804da48,GPT::AreRidersWithinRadius
0x0804daa0,GPT::AcquireRiderProximityTarget
0x0804db94,GPT::ResolveRiderRiderCollision
0x0804ddf8,GPT::UpdateRiderRotationAndWorldVelocity
0x0804df88,GPT::UpdateRiderProxyVelocityState
0x0804dff4,GPT::ResetRiderActionState
0x0804e090,GPT::ResetRiderCollisionState
0x0804e124,GPT::ApplyRiderSurfaceImpulse
0x0804e154,GPT::StartRiderHitState
0x0804e1dc,GPT::EndRiderHitState
0x0804e1fc,GPT::SetRiderHeadingVelocity
0x0804e20c,GPT::SetRiderMotionParameters
0x0804e224,GPT::ApproachRiderSignedValue
0x0804e258,GPT::ApproachRiderWrappedValue
0x0804e2a4,GPT::ApproachRiderAngularValue
0x0804e328,GPT::ConvertAngleDeltaToSineValue
0x0804e358,GPT::GetWrappedAngleDelta
0x0804e3b0,GPT::GetShortestWrappedDistance
0x0804e3e4,GPT::Project3DCoordinatesTo2D
0x0804e400,GPT::SetRiderFlag
0x0804e40c,GPT::ClearRiderFlag
0x0804e418,GPT::RiderHasAllFlags
0x0804e42c,GPT::RiderHasAnyFlags
0x0804e440,GPT::IsRiderStatusFlagSet
0x0804e454,GPT::AreRiderStatusFlagsSet
0x0804e468,GPT::InitializeParticleSystem
0x0804e530,GPT::ReorderActorListByDepth
0x0804e560,GPT::UpdateRiderRenderAnchor
0x0804e57c,GPT::SetParticleTrailVelocity
0x0804e584,GPT::SetParticleTrailPositionBounds
0x0804e594,GPT::SpawnParticleTrailSegment
0x0804e6a4,GPT::SpawnParticleTrailSegmentVariant
0x0804e7d4,GPT::SpawnParticleTrailSegmentAtOffset
0x0804e910,GPT::SpawnParticleTrailSegmentBatch
0x0804ea88,GPT::UpdateRiderTrailParticles
0x0804ebe8,GPT::DestroyRiderTrailParticles
0x0804ec14,GPT::InitializeHUD
0x0804ee2c,GPT::ClearGameplayHudActors
0x0804ee54,GPT::UpdateGameplayHud
0x0804f05c,GPT::UpdateGameplayTimeDisplay
0x0804f2a0,GPT::UpdateGameplayItemDisplay
0x0804f37c,GPT::CreateGameplayResultSprites
0x0804f478,GPT::UpdateGameplayResultAnimation
0x0804f794,GPT::DestroyGameplayResultSprites
0x0804f800,GPT::SetLevelVariantIndex
0x0804f824,GPT::SetGameplayResultTimer
0x0804f84c,GPT::SetHudResultOffset
0x0804f878,GPT::InitLevelHud
0x0804f9b4,GPT::ResetHudLayout
0x0804fa40,GPT::ShowHudOverlayNoticeA
0x0804fad4,GPT::ShowHudOverlayNoticeB
0x0804fb6c,GPT::ShowHudOverlayNoticeC
0x0804fc00,GPT::ShowGameplayStatusLabel
0x0804fcac,GPT::ShowCollectedItemNotification
0x0804fd64,GPT::ClearHudOverlayEffects
0x0804fe14,GPT::SetLevelEventFlag
0x0804fe30,GPT::ClearLevelEventFlag
0x0804fe50,GPT::IncrementDisplayedLevelNumber
0x0804fe9c,GPT::RefreshDisplayedProgressCount
0x0804fee8,GPT::DestroyLevelHud
0x0804ff5c,GPT::InitGameplayResourceBlockA
0x0804ff88,GPT::RecordRecentEventCode
0x0804ffd4,GPT::InitGameplayResourceBlockB
0x0805000c,GPT::BuildActorOamState
0x08050050,GPT::UpdateRiderStateTransition
0x08050114,GPT::ValidateRiderStateChecksum
0x08050184,GPT::SetRiderStateFlags
0x080501a8,GPT::ClearRiderStateFlags
0x080501c8,GPT::GetRiderStateFlags
0x080501f8,GPT::UpdateRiderPositionDelta
0x0805024c,GPT::UpdateRiderStateChecksum
0x08050284,GPT::InitMotionSegment
0x080502a4,GPT::AdvanceMotionSegment
0x0805032c,GPT::SetMotionVelocity
0x08050334,GPT::SetMotionPosition
0x0805033c,GPT::SetMotionLimit
0x08050340,GPT::SetMotionBounce
0x0805034c,GPT::ResetMotionSegment
0x08050364,GPT::CopyMotionSegmentParameters
0x08050384,GPT::ResetMotionObject
0x08050394,GPT::InitializeMotionGroup
0x0805041c,GPT::AdvanceMotionObject
0x080504e4,GPT::SetMotionScaleSequence
0x0805052c,GPT::SetMotionPositionSequence
0x08050574,GPT::SetMotionObjectFlags
0x08050578,GPT::SetMotionObjectBounce
0x08050584,GPT::DestroyMotionObject
0x080505a4,GPT::GameMainLoop
0x08050694,GPT::HandleVBlankInterrupt
0x080506b0,sub_80506b0
0x080506b4,GPT::HandleTimer1OverflowInterrupt
0x080506c0,GPT::InitializeRuntimeMathAndHardware
0x080506f4,GPT::InitializeBackgroundLayerManagement
0x08050894,GPT::WriteDisplayControl
0x080508a4,GPT::ApplyDisplayConfig
0x080508cc,GPT::BuildBackgroundLayers
0x08050a50,GPT::UpdateFrontendBackgroundLayers
0x08050a78,sub_8050a78
0x08050a7c,GPT::InitializeIconMenu
0x08050c18,GPT::UpdateIconMenuActors
0x08050df8,GPT::RefreshIconMenuSelection
0x08050e80,GPT::SelectNextIconMenuItem
0x08050f0c,GPT::SelectPreviousIconMenuItem
0x08050f98,GPT::BeginIconMenuExitAnimation
0x08050fc8,GPT::ResetFrontendIconMenu
0x08050fe8,GPT::SetIconMenuAnimationTarget
0x08050fec,GPT::SetIconMenuAnimationTarget
0x08050ff0,GPT::SetIconMenuEntryField10
0x0805100c,GPT::SetIconMenuEntryField14
0x08051028,GPT::DestroyIconMenu
0x0805106c,GPT::InitCurrentGameState
0x080510fc,GPT::InitCurrentGameStateTables
0x080512ac,GPT::UpdateLevelUnlockFlags
0x0805137c,GPT::GetLastCompletedLevelId
0x080513ac,GPT::SerializeCurrentGameState
0x08051488,GPT::DeserializeCurrentGameState
0x08051558,GPT::VerifyCurrentGameStateChecksum
0x080515a4,GPT::WriteCurrentGameStateBackup
0x080515e0,GPT::ReadCurrentGameStateBackup
0x08051618,GPT::IsNewGameState
0x0805162c,GPT::GetCurrentGameMode
0x08051640,GPT::SetCurrentLevelResultFlag
0x08051654,GPT::GetCurrentLevelId
0x08051688,GPT::SetCurrentLevelId
0x08051694,GPT::GetLevelDescriptionByIndex
0x080516b0,GPT::GetCurrentLevelIndex
0x080516c0,GPT::GetLevelDescriptionRecordByIndex
0x080516d4,GPT::SetCurrentLevelIndex
0x080516e0,GPT::GetAuxiliaryGameStateRecord
0x080516f8,GPT::GetCurrentLevelDescription
0x08051710,GPT::GetLevelDescriptionRecord
0x08051720,GPT::GetLevelProgressRecord
0x08051734,GPT::GetCurrentLevelProgressRecord
0x08051744,GPT::AreAllLevelsCompleted
0x0805176c,GPT::GetCurrentLevelAuxiliaryFlag
0x08051780,GPT::TestGameModeFlags
0x08051798,GPT::SetFrontendSelectionMode
0x080517ac,GPT::GetCurrentLevelDisplayNumber
0x080517e8,GPT::IsCurrentLevelProgressBit2Set
0x08051804,GPT::IsCurrentLevelProgressBit4Set
0x08051820,GPT::GetCurrentLevelEffectDescriptor
0x0805185c,GPT::SetCurrentLevelEffectDescriptorByte
0x08051868,GPT::GetCurrentLevelEffectType
0x0805187c,GPT::StoreCurrentLevelEffectDescriptor
0x080518c8,GPT::CountLevelProgressMaskBits
0x080518f0,GPT::CountCurrentLevelProgressFlags
0x08051918,GPT::RunGameSessionLoop
0x080520f4,GPT::DispatchActorEffectUpdate
0x08052140,GPT::InitGameplayRenderConfig
0x08052180,GPT::BuildActorRotationMatrix
0x080522d4,GPT::UpdateEnvironmentActorOffsets
0x08052514,GPT::InitPolyTable
0x08052534,GPT::SetActorRenderDepth
0x0805253c,GPT::ResetEnvironmentActorState
0x08052588,GPT::UpdateEnvironmentActorTileSpan
0x080526c8,GPT::SortGameplayActorsByDepth
0x0805295c,GPT::WaitForTwoVBlanks
0x08052978,GPT::HandleGameplayTransitionCommand_8052978
0x08052a74,GPT::DebugScanMemoryTableA
0x08052ab8,GPT::DebugScanMemoryTableB
0x08052afc,sub_8052afc
0x08052b00,sub_8052b00
0x08052b04,sub_8052b04
0x08052b08,GPT::SetSpriteFrameAndVisibility
0x08052b24,GPT::RunLevelResultMenu
0x080532b8,GPT::InitGameContext
0x08053374,GPT::InitGameSession
0x08053600,GPT::InitializeRidersForLevel
0x080538c0,GPT::ResetRiderActorState
0x08053920,GPT::AdvanceLevelVariantIndex
0x08053954,GPT::SetLevelVariantMax
0x08053978,GPT::GetLevelGeometry
0x08053990,GPT::GetLevelMetadata
0x080539a0,GPT::GetIndexedGameplayRecord
0x080539c4,GPT::GetLevelVariantRecord
0x080539e8,GPT::InitLevelEnvironment
0x08053b04,GPT::InitCollisionData
0x08053b94,GPT::UpdatePostGameResultState
0x08053cb4,GPT::CloseGameSession
0x08053d58,GPT::InitializeGameplayLoopState
0x08053e18,GPT::SetRiderTerminalState
0x08053ef8,GPT::SetCurrentRiderCallbackData
0x08053f0c,GPT::ApplyGameModeConfiguration
0x080540c8,GPT::ClampSignedDelta
0x080540e0,GPT::SetRiderGlobal
0x080540ec,GPT::InitializeEventListeners
0x0805420c,GPT::FreeEventListeners
0x08054248,GPT::ProcessMetadataEventCode
0x08054278,GPT::DispatchEventListeners
0x080542a8,GPT::HandleEventListeners
0x08054388,GPT::LogUnknownMetadataEvent
0x080543a4,sub_80543a4
0x080543a8,GPT::HandleMetadataEventType1
0x0805444c,GPT::HandleMetadataActorRespawn
0x080544bc,GPT::HandleMetadataItemOrValue
0x0805450c,GPT::HandleMetadataRiderImpulse
0x080545b0,GPT::HandleMetadataActorSplinePlacement
0x08054684,GPT::HandleMetadataActorAnimation
0x080546a4,GPT::HandleMetadataActorVelocity
0x080546c8,GPT::HandleMetadataActorMotionParameters
0x080546e8,GPT::HandleMetadataActorParameterTriple
0x0805470c,GPT::HandleMetadataObjectByte
0x08054714,GPT::HandleMetadataActorSpriteOffset
0x08054738,GPT::EmptyMetadataHandlerType14
0x0805473c,GPT::HandleMetadataActorPosition
0x08054764,GPT::EmptyMetadataHandlerType15
0x08054768,GPT::InitializeLevelEnvironmentActors
0x08054c9c,GPT::RenderEnvironmentActors
0x08054eb4,GPT::UpdateEnvironmentActors
0x08054fe0,GPT::DestroyEnvironmentActors
0x080550b8,GPT::CaptureEndpointActorPosition
0x080550f4,GPT::InitProjectileSystem
0x08055274,GPT::GetEnvironmentActorEndpointX
0x08055288,GPT::GetEnvironmentActorEndpointY
0x0805529c,GPT::UpdateGameplayScreenShake
0x08055340,GPT::UpdateGameplayTimersAndEffects
0x080555f4,GPT::InitializeTutorialActorMotion
0x08055624,GPT::ResetDialogueActorMotion
0x0805565c,GPT::ResetGameplayTransitionTimer
0x08055674,GPT::SetGameplayTransitionDuration
0x0805568c,GPT::ResetNearestRiderSearchState
0x080556c4,GPT::ResetRiderCollisionCooldown
0x080556dc,GPT::TestGlobalStatusFlags
0x080556f4,GPT::ReleaseGameRenderResources
0x08055734,GPT::ApplyGameplayEffectTransform
0x0805582c,GPT::ApplyRiderGameplayEffectRecord
0x0805589c,GPT::ClearGlobalGameplayEffectRecords
0x080558b8,GPT::SetRiderImpactEffectTimer
0x080558d0,GPT::SetGameplayEffectTimer
0x080558e8,GPT::SetRiderImpactEffectState
0x08055914,GPT::InitializeDialogueTextSpritePair
0x0805599c,GPT::UpdateDialogueTextSpritePair
0x08055b64,GPT::SetDialogueTextSpriteReloadTarget
0x08055b7c,GPT::ResetDialogueTextSpriteReloadState
0x08055ba0,GPT::SetDialogueTextSpriteReloadDelta
0x08055bb0,GPT::SetDialogueTextSpriteReloadTarget
0x08055bc0,GPT::SetDialogueTextSpriteAnimationFlag
0x08055c04,GPT::SetDialogueTextSpritePosition
0x08055c18,GPT::IsDialogueTextSpriteReloadPending
0x08055c30,GPT::DestroyDialogueTextSpritePair
0x08055c4c,GPT::ClearDialogueTextSpritePair
0x08055c58,GPT::DecompressResourceData
0x08055ca0,GPT::ReleaseDialogueTextSpriteResource
0x08055cb8,GPT::InitCollisionMessageQueue
0x08055cfc,GPT::DispatchRiderCollisionResponse
0x08055d64,GPT::ApplyRiderHitResponse
0x08055f04,GPT::StartRiderHitResponseState
0x08055f2c,GPT::ProcessRiderCollisionGeometry
0x08056154,sub_8056154
0x08056158,GPT::ClampCollisionPenetration
0x0805616c,GPT::QueueCollisionMessage
0x080561a0,GPT::DispatchCollisionMessages
0x080561ec,GPT::HandleCollisionGeometryEvent
0x08056610,GPT::ApplyCollisionResponseToRider
0x080567e4,GPT::BuildCollisionSurfaceSample
0x08056910,GPT::BuildCollisionSurfaceSampleWithSlope
0x08056adc,GPT::InterpolateCollisionSurfaceDepth
0x08056b54,GPT::AccumulateCollisionMetadataDepth
0x08056c08,GPT::ReturnFalse
0x08056c0c,GPT::FindLevelGeometrySpawnPoint
0x08056c80,GPT::FindLevelGeometryPointById
0x08056cfc,GPT::GetCollisionSegmentDistance
0x08056d44,GPT::InitializeCollectables
0x08056e2c,GPT::CollectLevelItem
0x08056ec0,GPT::CommitCollectedLevelItems
0x08056f7c,GPT::PersistCurrentLevelProgressFlags
0x08056fac,GPT::ResetLevelActorActivation
0x08057038,sub_8057038
0x0805703c,GPT::GetCollectionEntryStateByte
0x08057048,GPT::GetCollectionEntryLocalizedName
0x08057068,GPT::GetCollectionEntryAssetPointer
0x08057094,GPT::GetCollectionEntryDecompressorData
0x080570c0,GPT::GetCollectionEntryRecordAddress
0x080570d4,GPT::IsCollectionEntryUnlocked
0x08057104,GPT::SetLevelAvailabilityBit
0x08057158,GPT::InitTimedProgressSequence
0x08057164,GPT::AdvanceTimedProgressSequence
0x080571d0,GPT::IsTimedProgressSequenceComplete
0x080571e4,GPT::GetTalkingHeadRecord
0x080571f8,GPT::ClearBeybladeActorData
0x08057228,GPT::FreeBeybladeActorData
0x08057258,GPT::GetBeybladeActorDataForIndex
0x08057338,GPT::GetBeybladeDataRecord
0x08057348,GPT::GetBeybladeActorRecord
0x08057360,GPT::AllocateBeybladeActorPalette
0x08057398,GPT::AllocateBeybladeObjectPalettes
0x080573c8,GPT::GetCollectionEntryRecord
0x080573dc,GPT::GetCollectionEntryLocalizedTableA
0x080573fc,GPT::GetCollectionEntryLocalizedTableB
0x0805741c,GPT::GetCollectionEntryLocalizedTableC
0x0805743c,GPT::GetCollectionEntryLocalizedTableD
0x0805745c,GPT::GetCollectionEntryLocalizedTableE
0x0805747c,GPT::GetCollectionEntryLocalizedTableF
0x0805749c,GPT::GetEffectDescriptorByte
0x080574a8,GPT::InitSaveBackupState
0x080574d0,GPT::WriteSaveBackupBlocks
0x08057568,GPT::ReadSaveBackupBlocks
0x080575f4,GPT::InitializeAiManagement
0x080576ec,GPT::UpdateRiderSurfaceDirection
0x080577a0,GPT::DeinitializeAiManagement
0x080577d4,GPT::EmptyAiCallback_80577D4
0x080577d8,GPT::ComputeSurfaceDirectionFromGeometry
0x08057878,GPT::QuantizeDirectionFromDelta
0x080578c0,CpuSet
0x080578c4,Div
0x080578c8,Mod
0x080578d0,Lz77UnCompWram
0x080578d4,Sqrt
0x080578d8,GPT::WaitForVBlank
0x080578e0,GPT::InitializeMemoryRegionDescriptor
0x0805791c,GPT::InitFrameTimingState
0x08057930,GPT::AdvanceFrameTimer
0x08057944,GPT::InitDmaTransferState
0x08057984,GPT::DebugPrintMemoryRegionTable
0x080579a8,GPT::InitDisplayInterruptHardware
0x080579f4,GPT::EnableInterruptMask
0x08057a08,DisableInterrupt
0x08057a1c,GPT::PreparePaletteTransferDescriptor
0x08057a44,GPT::CopyPaletteToPaletteRam
0x08057a60,GPT::CopyPaletteToPaletteRamVariant
0x08057a7c,GPT::UploadPaletteWithBrightnessShift
0x08057b30,GPT::SetTransferAddressPair
0x08057b38,sub_8057b38
0x08057b3c,sub_8057b3c
0x08057b40,sub_8057b40
0x08057b44,sub_8057b44
0x08057b48,sub_8057b48
0x08057b4c,sub_8057b4c
0x08057b50,sub_8057b50
0x08057b54,GPT::ResetTransferAddressPair
0x08057b64,GPT::AdvanceTransferCounter
0x08057b74,sub_8057b74
0x08057b78,sub_8057b78
0x08057b7c,sub_8057b7c
0x08057b80,GPT::DebugAssert
0x08057c1c,sub_8057c1c
0x08057c20,sub_8057c20
0x08057c24,sub_8057c24
0x08057c28,sub_8057c28
0x08057c2c,sub_8057c2c
0x08057c30,printf_2
0x08057c38,printf
0x08057c40,GPT::GetGlobalAnimationPhase
0x08057c4c,GPT::ReadVCount
0x08057c58,GPT::InitializeActorRecord
